slug,url,title,date,content_text,image_urls,local_image_files
midday-rotary-planting-trees-in-the-community,https://www.rotarysmamidday.org/news/midday-rotary-planting-trees-in-the-community,Midday Rotary: Planting Trees in the Community,7/5/2023,"About seven or eight years ago Rotarian Nate Fultz had an idea to start planting trees in public spaces around San Miguel de Allende. It was a cool little project, he would find a space that needed trees, like parks or public facilities. Then he would head to one of the local Viveros and negotiate a price for the trees, dirt, and compost. After that part was finished, he would rally Rotarians to come out and plant them. Doing something nice for the community and creating a good fellowship opportunity.
Unfortunately, 4 years ago Nate needed to return to The United States to care for his elderly Father. 
I took over the project for hm in 2019, and except for postponing the project during the Pandemic have been doing it ever since.
This year we planted 15 trees at the Control Canino facility (city dog pound) so the dogs and the volunteers that walk the dogs could have some shade to relax in. 
The remaining trees this year will be spread across several parks.
I really don’t know exactly how many trees the Midday rotary has planted, but my best guess is around One hundred and twenty give or take. 
We have done tree plantings in La Unidad Deportiva, The Alma Retirement Home, Control Canino, Parque Las Brisas, Parque enamorada, Parque Cochinita, Parque Loreto, and at least five or six others all around SMA. 
It cost approximately one thousand pesos to plant a decent tree, maybe three to four meters tall.
My estimate is that the generous Rotarians in San Miguel have spent nearly one hundred and twenty thousand pesos to help green San Miguel de Allende. 
Fred Collins
​Midday Rotary Past President",,
our-amazing-rotary-watershed-education-program,https://www.rotarysmamidday.org/news/our-amazing-rotary-watershed-education-program,​Our Amazing Rotary Watershed Education Program,8/18/2025,"by Robin Loving
The most pressing ecological needs in our area evolve around water scarcity and contamination, deforestation, and waste management. These issues are interconnected and exacerbated by factors like agricultural practices, urban development, and climate change. 
Enter our Rotary Club with its first eco program helping solve these problems in a sustainable way. Member Evelyn Grewal took over our Watershed Education Program after two other members had to pass the baton due to life events like a job change. Under her leadership, we have an outstanding program that is being submitted for a Rotary Global Grant because its results have garnered support from other Rotaries.
Why we are undertaking an environmental project is not surprising, but the possibility of funding for it has grown as various leaders have identified the needs, the solutions, and the results of implementing those solutions. In short, this is a vibrant program that will have long-lasting, dramatically positive results for our region. Why? Because it will be carried on by our youth.
Working with our indispensable partner, Salvemos el Rio Laja (Save the Rio Laja), and our champion there, Jalil Aragon Martinez, who has created an education nonprofit to assist with this -- the project includes hands-on solutions implemented by teachers in 21 elementary, secondary and preparatoria schools as well as two universities, and various community members.
Together, they are learning about nature-based solutions such as composting, soil creation, and natural fertilizers. Along the way they are using rain water capture, erosion mitigation, and greenhouses to improve the lives in various communities.
Those include San Miguel de Allende, Dolores Hidalgo, San Felipe, San Franco and San Luis de la Paz.
Thanks to our partners including our Rotary District 4140, clubs in California and local partners such as the Audubon Society, we have attracted around $84,000 USD for this impactful project that could be matched by a Rotary Global Grant! Heartiest thanks to California’s clubs, San Diego and the Nevada City 49rs. called the 49ers, which are sending delegates here for a site visit October 17. Please help us welcome them!
They, like Salvemos, Jalil’s organization, and Rotary, realize that we need an holistic approach to address problems and create sustainable solutions via citizen engagement – especially in our youth! Integrative education: connecting knowledge and experiences across various disciplines and contexts to create solutions!
But they can’t do it alone! If you are interested in furthering this effort which will sustain our precious region “for all concerned,” please complete the request below.     	  		  			  				 Comments/Questions     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment/Question  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit  			  		  	  	          					 				 				  					 						                    ​Children planting the seeds of the future  ​Children planting the seeds of the future                     ​Rotarian Project Leader Evelyn Grewel, President Andrea Spessard, members of Project Partner Salvemos al Rio Laja, children, and Past-President Lee Carter share a vision of a more ecologically sustainable future for San Miguel.",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2025-08-18-planting_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2025-08-20-group_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2025-08-20-watershed_orig.jpg,harvest/news/images/our-amazing-rotary-watershed-education-program__01__2025-08-18-planting_orig.jpg | harvest/news/images/our-amazing-rotary-watershed-education-program__02__2025-08-20-group_orig.jpg | harvest/news/images/our-amazing-rotary-watershed-education-program__03__2025-08-20-watershed_orig.jpg
prosthetic-hand-project-begins-in-san-miguel-de-allende,https://www.rotarysmamidday.org/news/prosthetic-hand-project-begins-in-san-miguel-de-allende,LN4 Prosthetic Hand Project Begins in San Miguel de Allende,1/23/2024,"Rotary and Rotaract Clubs of San Miguel de Allende Team Up to Donate LN4 Prosthetic Hands for Free           	  		  			  				  					 						   Two San Miguel de Allende Rotary Clubs have joined forces to create a permanent program to provide free LN4 prosthetic hands to people in Mexico who need them. Applicants need only sign up and provide proof that they need a hand. 
The LN4 prosthetic hand is low-cost, lightweight, durable, and functional. Ernie Meadows, Michael Mendonca and Maurice LeBlanc, an award-winning mechanical engineer specializing in assistive technology with a special interest in upper limb prosthetics, worked to develop this hand that can be manufactured cheaply while maintaining a high level of quality.
To apply for it, those interested must register at   https://linktr.ee/Rotaract.SMA   or call 415-108-2941. if the application is approved, follow-up will be by phone. As soon as there are 25 approved applicants, they will be invited to an event for receiving, fitting, training and maintenance.
After years of testing, the resulting hand was named the LN4 prosthetic hand in honor of Meadow’s deceased daughter Ellen. In 2006, Meadows donated this prosthetic hand to Rotary friends through the Ellen Meadows Prosthetic Hand Foundation specifying that no one could profit from production or distribution and that recipients would not be charged.
For this device to be successful, recipients must have 14 cm. of residual limb below the elbow as measured from the tip of the elbow to the tip of the remaining arm. In addition, there can be no fingers, thumb, or wrist left. Finally, the arm should be flexible and fully healed.
LN4 ambassadors have worn these prostheses in almost every corner of the world, in more than 90 countries, including Colombia, Ecuador, Vietnam, India, Jordan, Uganda, Tanzania and others.
The LN4 Foundation announced, ""We want all people who require a prosthetic hand to have it regardless of their socioeconomic level or ability to pay. We manufacture a durable rudimentary prosthetic hand without electrical parts and, with the help of our partners, distribute it worldwide.""
The program will seek to synergize with NGOs for constant promotion of the program, in addition to the Felipe G. Dobarganes General Hospital in SMA, CAISES, secretariats, physiotherapy clinics and doctors.
With this project, the Midday Rotary of SMA is celebrating 18 years of internationally acclaimed service in conjunction with Rotaract SMA, the club for younger Rotarians. Together they are looking for beneficiaries for the prosthetic hands.
""It is very gratifying to have people from all over the world visit us and express their amazement at what this small club has accomplished,"" said Midday Rotary Club President Joe Ruffino, who shared that this has brought growth to the club and the satisfaction of what multicultural membership is bringing to Mexico.
He announced that the LN4 team includes psychologists and therapists who will provide any additional support required. Additionally, he concluded, ""We want many people and families to benefit from this program as possible, and we will always be there to help our community in San Miguel de Allende and beyond.""
For more information, please complete the form on the right and you will be contacted.
More Information     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/ln4-hand-project_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/prosthetic-3_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/prosthetic-2_orig.jpg,harvest/news/images/prosthetic-hand-project-begins-in-san-miguel-de-allende__01__ln4-hand-project_orig.jpg | harvest/news/images/prosthetic-hand-project-begins-in-san-miguel-de-allende__02__prosthetic-3_orig.jpg | harvest/news/images/prosthetic-hand-project-begins-in-san-miguel-de-allende__03__prosthetic-2_orig.jpg
reforestation-brigade-and-vegetation-workshop-sponsored-by-rotoract-sma,https://www.rotarysmamidday.org/news/reforestation-brigade-and-vegetation-workshop-sponsored-by-rotoract-sma,Reforestation Brigade and Vegetation Workshop [] Sponsored by Rotaract SMA,8/7/2025,"Questions?  Complete the form below.     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit  			  		  	  	          					 				 				  					 						    ​Join us for our Reforestation Brigade and Workshop on Vegetation Maintenance and Care
We will learn, alongside the Department of Environment and Sustainability, how to properly plant a tree, the importance of soil and water conservation works, and good irrigation practices.
​""Help us take care of Landeta Park and plant a tree in SMA""
📍   Where?   Landeta Park (Next to the Municipal Nursery – Av. 1ro de Mayo corner with Av. Ecologistas, Palmita de Landeta)
🗓   When?   Sunday, August 17, 2025
🕒   Time?  : 8:30 am to 12:00 pm
Bring a cap, work gloves, bucket, sunglasses, sunscreen, water, and comfortable clothing and sneakers.
📋     Click HERE to Register",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/rotoract_orig.jpg,harvest/news/images/reforestation-brigade-and-vegetation-workshop-sponsored-by-rotoract-sma__01__rotoract_orig.jpg
rotaract-and-rotary-create-day-of-the-dead-altar,https://www.rotarysmamidday.org/news/rotaract-and-rotary-create-day-of-the-dead-altar,Rotaract and Rotary Create Dia de Muertos Ofrenda,11/2/2025,"By Robin Loving
For people in some countries, death is mourned. No doubt it is emotionally difficult to lose our beloveds, but in Mexico, families and friends gather to celebrate their dearly departed in a colorful expression of altars of tribute. 
This year, President-elect Jose de Anda, who helped to found and then presided over the local Rotaract Club of younger Rotarians, connected our club with that one to create an alter in tribute to friends and family members of both our clubs. Between the two clubs, 18 people contributed to the development of an ofrenda (altar), not counting those who donated for its expenses nor the City’s employees who brought flowers for its use.
The fellow who led this effort for Rotaract was Luis Carbajo, who said, “We appreciate the designer of the altar, who incorporated food, flowers and seeds to honor our dearly departed. Juapi made the design, including various symbols of our indigenous as well as symbols from today’s religions. This syncretism connected cultures through the ages. We are grateful for all who participated in whatever way.”
Enjoy these photos and join in the fun next year!     	  		  			  				 Contact us     *  Indicates required field    				 Name  *   				   				  					  					 First  				  				  					  					 Last  				  				   			  			        				 Email  *   				  					  				  				   			       				 Comment  *   				  					   				  				   			   			  			 		  		  			  		  		  			  			  			  			  			  			  				 Submit",,
rotaract-blood-drive-thursday-october-12th,https://www.rotarysmamidday.org/news/rotaract-blood-drive-thursday-october-12th,Rotaract Blood Drive [] Save the date!,9/29/2023,"DATE: Thursday, October 12th
TIME: 8am to 12pm
LOCATION: Felipe Dobarganes General Hospital
MAP:   Click HERE 
MORE INFO:   CLICK HERE                   Supporting blood drives is important for several reasons, as it has a significant positive impact on individuals, communities, and the healthcare system as a whole. Here are some compelling reasons why people should support blood drives:  1. **Lifesaving Potential:** Blood donations save lives.  Without an adequate supply of blood, these medical interventions become riskier or even impossible.  2. **Emergency Preparedness:** Blood is needed in emergencies, such as natural disasters, accidents, and mass casualties.  3. **Patients with Chronic Conditions:** Many people with chronic medical conditions, such as sickle cell disease, require regular blood transfusions to manage their conditions.   4. **Cancer Patients:** Blood and platelet transfusions are often necessary for individuals undergoing chemotherapy and radiation therapy.   5. **Surgical Procedures:** Surgeries, both routine and complex, often require blood transfusions. Donated blood is crucial for ensuring safe surgical outcomes.  6. **Maternal and Neonatal Care:** Complications during childbirth may necessitate blood transfusions for both mothers and infants.   7. **Blood Disorders:** Individuals with blood disorders like hemophilia rely on regular blood donations to receive clotting factors and other necessary treatments.  In summary, supporting blood drives is a simple yet impactful way to contribute to the well-being of individuals and communities. It is a selfless act that can save lives, improve the health of those in need, and strengthen the resilience of healthcare systems.    					 				 				  					 						         SIGN UP HERE",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/20231012-bb2_orig.jpg,harvest/news/images/rotaract-blood-drive-thursday-october-12th__01__20231012-bb2_orig.jpg
rotarian-erects-second-peace-pole-in-second-country,https://www.rotarysmamidday.org/news/rotarian-erects-second-peace-pole-in-second-country,Rotarian Erects Second Peace Pole in Second Country,9/20/2025,"Tom Schneider knows a lot about peace! From promoting peace to children in five countries to being the driving force behind peace poles in two countries, Tom has become an icon for peace in our time.
After developing a coalition to install a peace pole in his second home of San Miguel de Allende, Guanajuato, Mexico, years ago, Tom began manifesting his dream of a similarly impactful peace pole in his primary home of Nelson, British Columbia, Canada. That vison materialized Sunday, September 21, the United Nations’ International Day of Peace.
Working with the municipality and Interactors – Rotary’s junior-high- and high school-aged members – Tom’s vision became one of 300,000 other peace poles in the world. The City created the base – a three-meter, circular cement pad stamped with salmon swimming in a circle. The, the Interactors planted the adjacent garden with native species.
The Peace Pole itself was crafted from a red-heart cedar tree trunk shaped into a hexagon engraved with May Peace Prevail on Earth in 12 languages which represent Nelson's history, diversity and inclusiveness. 
Two of the languages were Japanese and Russian, for Canada's only internment camp museum is in the area, so there's quite a population of people of Japanese descent there. And the Doukabors who escaped persecution in Russia in the late 1800's make Russian the second most spoken language in Canada. They hold to pacifist ideals and rejection of materialism.
This Sunday, Tom and friends will plant the first Hiroshima Peace Tree, a ginko biloba, nearby. Tom has been growing it for five years.    					 				 				  					 						            Interactors planting native species in the Peace Garden next to the Peace Pole on September 11                 Ginko biloba leaves from a Hiroshima peace tree",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2025-09-canada-group_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2025-09-leaves_orig.jpg | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/2025-09-peacepoleflyer_orig.jpg,harvest/news/images/rotarian-erects-second-peace-pole-in-second-country__01__2025-09-canada-group_orig.jpg | harvest/news/images/rotarian-erects-second-peace-pole-in-second-country__02__2025-09-leaves_orig.jpg | harvest/news/images/rotarian-erects-second-peace-pole-in-second-country__03__2025-09-peacepoleflyer_orig.jpg
rotarians-launch-pilot-program-to-empower-girls-in-san-miguel-de-allende,https://www.rotarysmamidday.org/news/rotarians-launch-pilot-program-to-empower-girls-in-san-miguel-de-allende,Rotarians launch pilot program to empower girls in San Miguel de Allende,1/11/2023,"​  Published January 11, 2023 (sp)  
The Midday Rotary Club of SMA in coordination with the SEG, is launching a pilot program to empower girls in San Miguel de Allende.
The Girls’ Empowerment Program consists of 36 workshops on the theme of “menstruation”, which will be taught by teachers prepared, in the months of January to April of this year, to girls of 5th and 6th grade, from rural communities of the municipality.
The workshops will be 2 to 3 times a week, and each consists of 5 modules of 2 hours.
Each girl who completes 4 of the 5 modules, will receive a menstrual control kit, which are washable, ecological, and reusable sanitary napkins, which will last 3 to 4 years.
In this first quarter, 400 girls are expected to be trained, and the goal is to teach 2,000 throughout the year.
The workshops will be taught by 10 teachers who were preparing for 6 months.
The program aims for all girls in all rural communities to empower themselves and take control of their lives, complete their education and proudly embrace everything that implies the condition of women.
The details were presented at a press conference Monday at the La Aurora Factory by José de Anda of the Midday Rotary Club of SMA, the Education Delegate of Region I of the SEG, Juan Rendón, and Erika Hernández, teacher and coordinator of the Empowerment Program.",https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/130682472.gif | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/411446023.gif | https://www.rotarysmamidday.org/uploads/3/0/4/5/30452824/981114773.gif,harvest/news/images/rotarians-launch-pilot-program-to-empower-girls-in-san-miguel-de-allende__01__130682472.gif | harvest/news/images/rotarians-launch-pilot-program-to-empower-girls-in-san-miguel-de-allende__02__411446023.gif | harvest/news/images/rotarians-launch-pilot-program-to-empower-girls-in-san-miguel-de-allende__03__981114773.gif
rotarians-plant-peace-pole-in-san-miguel-de-allende-mexico,https://www.rotarysmamidday.org/news/rotarians-plant-peace-pole-in-san-miguel-de-allende-mexico,"Rotarians Plant Peace Pole in San Miguel de Allende, Mexico",8/2/2017,"San Miguel de Allende is often referred to as the Heart of Mexico.  It is an old colonial town with a 600 year old history.  As a UNESCO World Heritage City, San Miguel de Allende is proud of it’s history, cobblestone lanes and traditional architecture.
On a bright summer day in San Miguel a historic Peace Pole dedication took place on August 2nd in the local Park Juarez.
​
Tom Snider, Peace Coordinator of the English speaking Rotary Club of San Miguel de Allende Midday spearheaded the project and formed a partnership with the Spanish speaking Rotario San Miguel bringing the two cultures together in this remarkable endeavor.  The event was in the planning for the past two years with fund raising activities and negotiations with the city of San Miguel to obtain all the permits necessary to install the Peace Pole in this UNESCO World Heritage Site.     					 				 				  					 						        
The 3 meters tall peace pole was crafted out of cantera stone in keeping with the strict regulations of the Heritage Site.  The peace message was carved on the stone in English, Spanish and the native languages of Otomi and   Nahuatl and adorned by braille and Mexican sign language at the base.  The Rotary logo was also carved at the base to honor the efforts of all the Rotarians that contributed toward this project. 
The dedication event was started with words of prayer and blessings offered by the native Otomi and Nahuatl elders followed by a number of speeches by Soledad Sanchez, Rotary District Representative, President Fred Collins of the English speaking Rotary Midday, President Alberto Carbajo of the Spanish speaking Rotary Club of San Miguel and other community leaders who were came to celebrate the occasion.
After the unveiling of the Peace Pole, a World Peace Flag Ceremony was presented by Fumi Johns Stewart, Director of WPPS and Patricia Ann Talley, Peace Representative of WPPS in Zihuatanejo, Mexico who came to attend the event.  Youths carried the flags of the world while all in attendance gathered around the Peace Pole to send their wishes for peace to prevail in every country on earth with great enthusiasm.
After the Flag Ceremony, youth and adults alike joined as one heart and one mind in a Peace Walk which led from the park to the Jardin center of town.  The walk was led by a Nahuatl elder, youth and other enthusiastic community members who carried the flags of the world while repeating the message, May Peace Prevail On Earth and in many countries around the world.  The walk ended at the world renown La Parroquia de San Miguel Arcangel, which is the current parish church of the City. Closing speeches were presented at the front steps of the church to conclude this memorable event by Rotarians, members of Pax Cultura and representatives of the Catholic, Muslim and Jewish Faiths.
With the planting of this magnificent Rotary Peace Pole in San Miguel, a huge seed was planted in the Heart of Mexico.  There are now plans to encourage other Rotary Clubs throughout Mexico to join the Peace Pole network.  Thank you Rotarians for your dedication to Peace through Service!     ​ May peace be in Mexico 
May Peace Prevail On Earth",,
rotary-clubs-in-san-miguel-gather-for-historic-firsts,https://www.rotarysmamidday.org/news/rotary-clubs-in-san-miguel-gather-for-historic-firsts,Rotary Clubs in San Miguel Gather for Historic Firsts!,7/27/2023,"by Robin Loving
​San Miguel’s three Rotary Clubs gathered for three historic firsts in July: blood donations, installations of officers, and wheelchair distribution to children.
Under the leadership of President Joe Ruffino from the English-speaking club, President Miguel Rangel Lara from the Spanish-speaking club, and President Victoria Nolasco Olvera from the young-members’ club, Rotary District 4140 Governor Pepe Garcia Leon installed each club’s 2023-2024 officers.
“We are gathered together to Create Hope in the World,” said Garcia. “This year, we are focusing our work on creating hope to help the world heal from destructive conflicts and to help achieve lasting change,” he concluded.
The three clubs then joined to create hope through donating blood. Twenty-seven Rotarians and friends participated in what is intended to become a regular activity.
“We are thrilled that most of our donors were Mexicans since this has not been a tradition here in the past,” said Nolasco Olvera.
Finally, the three clubs came together to help build, adjust, and donate more than 200 wheelchairs to children who heretofore have had to depend on others for mobility. This project has long been a tradition of the Spanish-speaking club, and now is a larger project shared by the three clubs.
The children’s ages ranged from under 1 to 18 years old. Some were orphans. Many were transported by organizations, while families brought others. Their conditions included cerebral palsy, spinal bifida, scoliosis, and encephalitis, among others. Each wheelchair is adjustable to continue to suit the children as they grow.
The average cost of each wheelchair, some of which were new and some of which were refurbished, was $3,000 USD. Each family contributed $1,000 pesos toward the cost, and the Rotary clubs raised the rest.
The children live in eight cities in the region as well as many smaller communities. The children were identified by various media and a variety of local health organizations, including CRISMA, DIF, IMSS, Institucion Caises, ISSSTE, and Patronato Pro Ninos,
Other major partners included Hope Haven West of California and Mexico which provided the assembly technicians to customize each wheelchair for each child. Two of the technicians from Mexico came in their personal wheelchairs. All of these technicians travel globally to provide their expertise.
Additional collaborators included Bajio Go for transportation, CANIRAC for food, Keller Williams Realty for additional volunteers, San Miguel Shoes for publicity, UTSMA for location, as well as Cruz Roja, Design SMA, and the Municipality of San Miguel for additional support.
“Thanks to Jose de Anda, for bringing us together for the first time in our combined 81-year history for these three impactful events,” said Rangel-Lara. De Anda founded Rotaract and is its secretary. He also is the official liaison between that club and the other two. “QUOTE FROM JOSE,” said De Anda.
​ Rotary is where neighbors, friends and problem-solvers share ideas, join leaders, and take action to create lasting change. For more information about Rotary, contact our President, Joe Ruffino Jr. at      [email protected]     . 
District Recognition         
Wheelchair Project         
Bloodbank",,
rotary-district-4140-breakfast-in-san-miguel-de-allende,https://www.rotarysmamidday.org/news/rotary-district-4140-breakfast-in-san-miguel-de-allende,Rotary District 4140 Breakfast in San Miguel de Allende,8/25/2023,"The three San Miguel de Allende Rotary and Rotaract Clubs were honored to host the District 4140 breakfast this past Saturday. About 170 Rotarians and Rotaract members were present to hear talks that focused on community projects, how projects are funded and monitored by Rotary International and growing membership. 
There was also an opportunity for clubs to showcase their ongoing projects that are having a positive impact in the community. Our Midday club showcased the school for deaf students (EESMA), the water projects (cisterns and dry composting toilets), and the Girls Empowerment project. At the end of the meeting the Girls Empowerment Project was recognized by the District and awarded a certificate along with a prize of 5,000 MXN.
Please leave your comments below!",,
